//编号	技能名称	标识是否是生活技能	职业	左手武器限制	右手武器限制	身体装备限制	贝壳使用检测	技能阶段	技能类型	有益/有害	学习等级	前置技能	技能点消耗	施放者形态	适用地点	释放距离	作用对象	攻击模式	角度	半径	技能区域形状	技能前期处理公式	技能添加地面状态公式	技能sp公式	耐久度消耗公式	冲值消耗公式	技能区域公式	施放阶段公式	效果阶段公式	正效果公式	反效果公式	绑定的可手动移除状态编号	自身参数	自身效果	消耗物品	持续时间	目标参数	溅射参数	目标持续效果	溅射持续效果	变身编号	召唤编号	释放时间	再施放时间	伤害表现	动作播放	动作	keyframe	攻击音效	人物dummy	人物特效	基准值	道具dummy	道具特效	道具特效2	飞行keyfram	人物dummy	道具dummy	飞行特效	飞行速度	受击音效	dummy	人物受击特效	特效时间点	地面受击特效	水面受击特效	ICON	技能播放次数	操作执行命令	说明	效果	消耗	备注																																		
0455	Beast Legion Smash	1	8,3	1,-1	1,2	1,27;2,825;2,845;2,2367;2,2549	-1	2	1	0	-1	-1	０	1	1	０	4	2	0	0	4	0	0	SkillSp_ShouWangS	0	0	SkillArea_Circle_ShouWangS	0	Skill_ShouWangS_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_ShouWangS	1	1	12	0	50	-1	102	0	-1	0,0	0,0	-1	-1	-1	0	0	51	-1	0	-1	938	0	s0455.tga	0	0	Burst huge amount of energy to surrounding enemies, and decreasing the enemy's speed	does 500 damage to surrounding enemies. Damage is raised by 30 per skill level	Static 125 SP usage	0	
0456	Red Thunder Cannon	1	12,3	1,-1	1,4	1,-1	-1	2	1	0	-1	-1	０	1	1	800	4	2	0	0	1	0	0	SkillSp_ArfGX	0	0	SkillArea_Line_ArfGX	0	Skill_ArfGX_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_ArfGX	1	1	7,8,9	0	106	6,-1	940	0,0	0	0,0	0,0	0	-1	-1	0	0	107	-1	267	-1	0	0	s0456.tga	0	0	Damages targets near the line. Each target will receive some damage.	Does one line damage of 500 to enemies. Each skill level up raises damage. 	Consume static 105 SP	0	
0457	Devil Curse	1	14,3	1,-1	1,9	1,-1	-1	2	1	0	-1	-1	０	1	1	1200	4	2	0	0	4	0	0	SkillSp_EmoYuYan	0	0	SkillArea_Circle_EmoYuYan	Skill_EmoYuYan_Begin	Skill_EmoYuYan_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_EmoYuYan	1	1	12	0	56	2	0	0	0	0,0	0,0	0	-1	-1	0	0	57	2	0	-1	0	0	s0457.tga	0	0	Summons devil to infest on the enemy and does constant damage. Also effect the target defense, movement, attack speed and attack power to decrease.	Does 150 damage to the surrounding enemies. Skill also add 35 damage of negative status to the enemy every second, lasting for 25 seconds.	Consumes static 155 SP	0												
0458	Holy Judgement	1	13,3	1,-1	1,9	1,-1	-1	2	1	1	-1	-1	０	1	1	０	５	2	0	0	4	0	0	SkillSp_SSSP	0	0	SkillArea_Circle_SSSP	0	Skill_SSSP_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_SSSP	1	1	12	0	40	2	０	0	0	0,0	0,0	0	-1	-1	0	0	41	2	0	-1	935	0	s0458.tga	0	0	Casts a holy power surrounding ownself, and judges all surrounding targets! Allies will obtain healing effect, while enemies will get struck by holy damage	Does 650 points of damage to the surrounding enemies, and heals the surrounding allies by 350 HP	Level 1 uses 140 SP, every skill level added will consume 20 SP more	0
0459	Rebirth Mystic Power	1	-1,10	1,-1	1,-1	1,-1	-1	0	2	1	-1	-1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	s0459.tga	0	0	Special skill obtained after Rebirth	After rebirth, a level 1 player damage will be increased by 5.5%, damage reduction by 5.5%, every rebirth level gained will increase damage by 0.5%, damage reduction by 0.5%	0	0																							
0460	冰冻环	1	-1,1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	0	1	1	0	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_BDH	Skill_BDH_Begin	Skill_BDH_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	11	0	-1	0	880	0	0	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0453.tga	0	0	０	０	０	0																																		
0461	读书	0	-1,5	1,-1	1,-1	1,-1	-1	1	1	0	-1	-1	1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	n2024.tga	0	0	读书好	0	0	0																																		
0462	持续体力恢复药剂	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	Skill_thewdrug_Begin	Skill_thewdrug_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	0	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	1075	0	持续体力恢复药剂	0																																		
0463	泰坦药剂	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	Skill_thaitdrug_Begin	Skill_thaitdrug_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	0	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	1098	0	泰坦药剂	0																																		
0464	神王护佑	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	Skill_deitybless_Begin	Skill_deitybless_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	0	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	1099	0	神王护佑	0																																		
0465	能量合剂	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	Skill_energydrug_Begin	Skill_energydrug_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	0	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	1100	0	能量合剂	0																																		
0466	魔龙之心	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	Skill_dragonheart_Begin	Skill_dragonheart_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120000	0	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	1101	0	魔龙之心	0																																		
0467	千里追寻	1	-1,1	1,-1	1,-1	1,-1	-1	2	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	Skill_Qlzx_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	1	1	12	0	0	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	-1	0	-1	0	0	x1100.tga	0	0	无论多远,都能立刻飞到情人身边,冷却时间1分钟	如果身上带有情人节戒指,就能传送到另一半的身边	需要情人节戒指	0																																		
0468	1级逮捕证	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	0	Skill_Daibuzheng1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Daibuzheng1	1	1	-1	-1	0	-1	0	0	0	0,0	0,0	0	5	-1	0	0	-1	-1	-1	0	0	0	0	0	0	5717	0	0	0	
0469	2级逮捕证	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	0	Skill_Daibuzheng2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Daibuzheng2	1	1	-1	-1	0	-1	0	0	0	0,0	0,0	0	5	-1	0	0	-1	-1	-1	0	0	0	0	0	0	5718	0	0	0	
0470	3级逮捕证	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	0	Skill_Daibuzheng3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Daibuzheng3	1	1	-1	-1	0	-1	0	0	0	0,0	0,0	0	5	-1	0	0	-1	-1	-1	0	0	0	0	0	0	5719	0	0	0	
0471	4级逮捕证	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	0	Skill_Daibuzheng4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Daibuzheng4	1	1	-1	-1	0	-1	0	0	0	0,0	0,0	0	5	-1	0	0	-1	-1	-1	0	0	0	0	0	0	5720	0	0	0
0472	黄金万两	2	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_HJWL_Begin	Skill_HJWL_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	1	1	12	-1	88	-1	0	0	0	0,0	0,0	0	9	-1	0	0	-1	-1	0	0	0	0	0	0	0	5842	向目标头上施加一个大便效果	精灵硬币一个	0
0473	宙斯自爆	1	8,9,12,13,14,16	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	5	2	0	0	4	0	0	0	0	0	SkillArea_Circle_ZSZB	0	Skill_ZSZB_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	14	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	0	0	0	宙斯的怒火吞噬天地	对周围敌人造成10000伤害	0	0
0474	超级燃烧弹	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	4	0	SkillArea_State_CJRsd	0	0	0	SkillArea_Square_CJRsd	0	Skill_CJRsd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_CJRsd	1	1	7	0	64	-1	254	0	1	255,0	0,0	0	-1	1	0	0	65	-1	0	-2	111	0	s0113.tga	0	0	使一定范围内的地面燃烧，对群体目标造成伤害，并使其燃烧	地面燃烧10秒，等级1时每秒钟造成33点伤害，每升一级提升3点伤害，命中后目标持续燃烧10秒，每秒造成10点伤害	等级1时消耗17，每升一级多消耗2SP	0
0475	新手重击	1	-1,1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	0	1	1	400	4	1	0	0	0	0	0	7	0	0	0	Skill_Xs_Begin	Skill_Xs_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Xs	1	1	10	0	42	2	187	0	0	218,0	0,0	-1	-1	-1	0	0	43	2	196	0	0	0	s0085.tga	0	0	新手技能,转生后消失	伤害为75点物理伤害	固定消耗7SP	0
0476	群体技能静止	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	3	0	SkillArea_State_DiZ	SkillSp_DiZ	0	0	SkillArea_Square_DiZ	0	Skill_Sj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1	1	10	-1	96	2	325	0	0	0,0	0,0	-1	1	-1	0	0	97	-1	0	0	326	0	s0121.tga	0	0	boss技能	boss技能	boss技能	0
0477	神图腾召唤	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	2	0	0	4	0	0	0	0	0	SkillArea_Circle_TTZh1	0	Skill_TTZh1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000000	0	1	11	-1	40	-1	0	0	0	0,0	0,0	0	9	-1	0	0	-1	2	0	0	0	0	s0225.tga	0	0	怪物技能	怪物技能	0	0
0478	圣图腾召唤	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	2	0	0	4	0	0	0	0	0	SkillArea_Circle_TTZh2	0	Skill_TTZh2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000000	0	1	11	-1	40	-1	0	0	0	0,0	0,0	0	9	-1	0	0	-1	2	0	0	0	0	s0225.tga	0	0	怪物技能	怪物技能	0	0
0479	图腾地震	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1500	4	2	0	0	3	0	SkillArea_State_DiZ	SkillSp_DiZ	0	0	SkillArea_Square_DiZ	0	Skill_DiZ_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	1	1	10	-1	96	2	325	0	0	0,0	0,0	-1	1	-1	0	0	97	-1	0	0	326	0	s0121.tga	0	0	boss技能	boss技能	boss技能	0
0480	图腾冰吻	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	3	1500	4	1	0	0	0	0	0	SkillSp_Biw	0	0	0	0	Skill_TTbw_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1	1	10	-1	40	9	327	0	0	0,0	0,0	0	9	-1	0	0	41	2	328	0	0	0	s0081.tga	0	0	boss技能	boss技能	boss技能	0
0481	恶魔炎球	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_BlackYq	0	0	0	0	Skill_BlackYq_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6000	2	1	7	-1	56	-1	587	0	0	0,0	0,0	0	5	-1	1073	1600	57	2	586	-1	0	0	s0087.tga	0	0	怪物技能	对敌人造成魔法伤害，无视物力防御，伤害与使用者精神力和等级有关	0	0
0482	大冰枪	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_DBQ_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	8	0	-1	-1	0	0	-1	0,0	0,0	0	1	-1	1034	1500	-1	2	234	-1	0	0	0	0	0	0	0	0	0
0483	小冰枪	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_XBQ_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	8	0	-1	-1	0	0	-1	0,0	0,0	0	1	-1	1034	1500	-1	2	234	-1	0	0	0	0	0	0	0	0	0
0484	死亡尖叫	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	3	400	4	1	0	0	0	0	0	SkillSp_Swcx	0	0	0	0	Skill_Swjj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8000	1	1	11	-1	40	9	317	0	0	0,0	0,0	0	9	-1	0	1600	41	2	318	0	0	0	s0081.tga	0	0	boss技能	boss技能	boss技能	0
0485	大雷击	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	800	4	1	0	0	0	0	0	SkillSp_BlackLj	0	0	0	0	Skill_DLJ_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6000	2	1	12	-1	102	1	883	0	0	0,0	0,0	0	5	-1	1061	1600	103	2	0	-1	0	0	s0214.tga	0	0	怪物技能	怪物技能	0	0
0486	小雷击	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	800	4	1	0	0	0	0	0	SkillSp_BlackLj	0	0	0	0	Skill_XLJ_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6000	2	1	12	-1	102	1	883	0	0	0,0	0,0	0	5	-1	1061	1600	103	2	0	-1	0	0	s0214.tga	0	0	怪物技能	怪物技能	0	0
0487	恶魔风刃	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Fer	0	0	SkillArea_Circle_Fer	0	Skill_EMFR_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	1	1	11	-1	44	-1,-1	585	0	0	0,0	0,0	-1	-1	-1	1075	0	45	2	590	0	0	0	s0107.tga	0	0	boss技能	boss技能	boss技能	0
0488	守护者召唤	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	2	0	0	4	0	0	0	0	0	SkillArea_Circle_TTZh1	0	Skill_Shzzh_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000000	0	1	11	-1	40	-1	584	0	0	0,0	0,0	0	9	-1	0	0	-1	2	0	0	0	0	s0225.tga	0	0	怪物技能	怪物技能	0	0
0489	恶魔冰球	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_BlackYq	0	0	0	0	Skill_BlackYq_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6000	2	1	7	-1	56	-1	589	0	0	0,0	0,0	0	5	-1	1074	1600	57	2	588	-1	0	0	s0087.tga	0	0	怪物技能	对敌人造成魔法伤害，无视物力防御，伤害与使用者精神力和等级有关	0	0
0490	诅咒娃娃	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	0	Skill_zhanbuwawa_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	-1	0	-1	0	0	0	0,0	0,0	0	5	-1	0	0	-1	-1	-1	0	0	0	0	0	0	6377	0	0	0																																		
0491	空挖	0	-1,1	1,-1	1,19	1,-1	-1	2	1	0	-1	-1	1	1	1	700	4	2	0	0	3	0	0	0	0	0	0	Skill_WB_Begin	Skill_WB_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	1	1	28	0	122	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	0	216	0	0	0	n1201.tga	1	0	装备普通的空挖矿镐或者带有灵气的空挖矿镐后就能够使用的技能	除了安全区域的任何地方都能够进行空挖哦	空挖矿镐的耐久为0的时候无法使用技能	0
0492	遗迹挖宝	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	5	2	0	0	0	0	0	0	0	0	0	Skill_YJWB_Begin	Skill_YJWB_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	1	1	28	0	122	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	0	216	0	0	0	0	1	0	6612	0	0	0
0493	单身戒指	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	1	1	0	0	0	0	0	0	0	0	0	Skill_BingX1_Begin	Skill_BingX1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	1	1	7,8,9	-1	42	-1	0	0	-1	0,0	0,0	0	2	-1	0	1300	140	2	928	-2	0	0	0	0	0	1135	无伤害，眩晕1秒	0	0																																		
0494	伪造单身戒指	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	1	1	0	0	0	0	0	0	0	0	0	Skill_BingX2_Begin	Skill_BingX2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	1	1	7,8,9	-1	42	-1	0	0	-1	0,0	0,0	0	2	-1	0	1300	140	2	928	-2	0	0	0	0	0	1135	无伤害，眩晕1秒	0	0																																		
0495	召唤宠物	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	2	0	0	4	0	0	0	0	0	SkillArea_Circle_Zhs	0	Skill_Zhs_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Zhs	0	1	11	-1	40	-1	893	0	0	0,0	0,0	0	9	-1	0	0	-1	2	0	0	0	0	s0225.tga	0	0	任何地方都能使用，下线更换地图宠物消失	召唤4只宠物，宠物存活时间为5分钟，技能冷却时间为5分钟	0	0
